ATypicalInvite,AquaticComb,BlaringRecess,BluntGame,BrazenBay,BubblyResume,BurningLining,ChattySpot,CheapOzone,ChewyPapaya,DotingReport,DrasticClerk,FearlessIvory,FederalGrid,FinalBorder,FondOar,GloriousDraw,HalfSonar,ImmobileIvory,InvolvedJelly,LiteralBuffer,LivingDerby,MidweekFridge,PallidClimb,PreviousDen,RoutineWait,ScarceVan,SecretHand,ShadedSort,StreetDeal,TanTrick,ancientsword,notablecan,swoopingcrepe
0.30370723410186407,-0.014604089084342969,0.057190476514617214,0.2374087780478465,0.15491445498811626,0.06900152941589054,0.18111589437439335,0.07726779564772956,0.1644056819900261,0.19068074036142516,0.030934826023095413,0.1514131332680834,0.17856789650526284,0.1783799700079015,0.15477682564932324,0.16143290809627403,0.22400454075129725,0.19625822321942588,0.14874104892892548,0.2609802934914801,0.01937001938290197,-0.05010233564328011,0.04951157947320117,0.3126582635105413,-0.1371111173171229,0.01775240932062968,0.1650696584868269,0.2230846808213871,0.2501054519184468,0.0026707960679748163,0.01567101116952062,0.018419550394566234,0.24750224682478142,0.11199874951527852
-0.07604076800024047,-0.00523390640657815,-0.2840631258181539,0.0007338137697104306,0.09701701243668753,-0.045240896515917124,-0.20987831688598135,0.014725577425830663,-0.15535845809025361,0.012138813521525429,0.17104740803452353,-0.04230681040718554,-0.07817920328181313,0.06935622953045167,-0.1928241356418969,0.08953794589030553,0.15661316945067527,0.1272886556682327,0.22934675565836468,0.24212333667687058,-0.18000770018580411,0.3013579476767652,0.05724396935907576,0.1132383922654133,-0.17579994331507767,-0.3476950881238113,-0.04624219077666866,-0.07439461544041115,0.2249233494166361,-0.15594958543072313,-0.24388428633269893,-0.31104731321720513,-0.03057236192399687,-0.09808807288441264
0.0768720153203463,-0.05358051470515893,-0.09355570838638816,0.03022088982351573,-0.08183347254417622,0.08417262624314854,-0.009974774870990183,-0.12943905517282533,0.048997168227960936,-0.017275007945141606,-0.03981075358589013,0.08623690038044154,-0.021303080103629697,-0.022689635440343137,-0.020413222751761134,-0.06486951709924255,0.06798984368361728,-0.06493638190044664,-0.09227436841056069,0.008742029637968704,-0.11150065304395557,-0.003911145951329239,-0.1521037250418878,0.035113815034159626,-0.18094145432156297,-0.08582827515579958,0.025087933498044727,0.007501396136799627,-0.01582453813618455,-0.12715119565018812,-0.10808056114509655,-0.05126861628527388,0.002435776276280467,-0.06345351933296771
-0.02712213577607611,-0.14494758075398978,-0.1771490464572758,-0.12083653943407649,-0.1320709268371677,-0.20469999585581664,-0.11971243912730564,-0.1717331836664576,-0.08233565738799417,-0.11240405704777216,-0.0805291477370465,-0.14174733494809275,-0.12773328623416635,-0.09429105447927873,-0.14620824140009517,-0.13237688680502763,-0.10843821018740318,-0.11943173521755411,-0.16358711637049544,0.07588047879487539,-0.1830425492769283,-0.25221559300984714,-0.17962904263547488,-0.08171360309421909,-0.15859683921910167,-0.1776436597291496,-0.08162999735919704,-0.09211491615043914,-0.1164104861054492,-0.1975179591636707,-0.14720591932372465,-0.13789003350689127,-0.07917494696955071,-0.14589325066445738
-0.3496844906942226,-0.3108544708513062,-0.2797162140681414,-0.31101933504212104,-0.3358219284124739,-0.2829765893774873,-0.2928859100147989,-0.3144465586601988,-0.3872759031202215,-0.3251239250883158,-0.37097083606521103,-0.3355362356590923,-0.3301467401242456,-0.38033579730574296,-0.3415546873227484,-0.3452461927327594,-0.3298563213498261,-0.30761550021428946,-0.33374810778933467,-0.2352371769090576,-0.280476673328266,-0.20227936132976265,-0.30607799672709357,-0.3550389291036645,-0.2680675118575112,-0.25230886776509176,-0.34169988924309996,-0.3469145207002079,-0.3421033246259693,-0.239536379463405,-0.26155645109565023,-0.2659663607308396,-0.34932653841782124,-0.3008631613690843
0.13902132484762816,0.2618017128641373,0.2039555863831674,0.20208610354958123,0.22384490534319335,0.254223747768109,0.20143346556987593,0.1855345815477825,0.2309273652874248,0.2162406377521652,0.19934605901742494,0.16806212982892887,0.21293773315865844,0.22426814109156368,0.20647721861128934,0.23804635162159715,0.1657730541724136,0.19170289739977775,0.20846693454908008,0.2116922062808098,0.21126332483184257,0.21597959410512726,0.2094007060416624,0.18715044638034783,0.20241786921692134,0.1906779445478089,0.18728675560297584,0.2445261443899735,0.17709599099514525,0.24158728460945256,0.2550024868964336,0.22521058454671278,0.1508592224244257,0.2109912593648083
0.08530325588194781,0.15162070759264734,0.15624139632367912,0.1357405636383634,0.12936459457878238,0.15386591413031186,0.14788537317986905,0.16796762359235956,0.1775933966826912,0.11228029762894329,0.1518498635575631,0.17418402962078197,0.18216974647460957,0.13649172470745494,0.165264036808798,0.1088437682939189,0.10364129676493708,0.16329818333291818,0.13627625163894122,0.15471901936852583,0.15047316954350784,0.15387156217186798,0.17228343316977374,0.099125890183023,0.17287696952806023,0.15354227204212198,0.13469950211892098,0.09412515088912729,0.11697354955336475,0.16860314919554967,0.12299569830135124,0.12757733430896756,0.09449176797886748,0.14534233144269576
0.03176554444637765,0.019961319783468514,0.02148518386796827,0.029752358412806316,0.014776192861431958,-0.005129048197188218,-0.004299777958775532,-0.006678603603289077,-0.014487484368871553,-0.017204410603249252,-0.011392566165470432,0.0029236435474337547,0.0094542280647139,0.023079032726646128,-0.001271722841814954,0.01858100824411522,0.030479756887269126,0.003762324330061434,-0.02233404863334163,0.0021601825372834227,0.007482843894453802,-0.0025725095575198226,0.021770713350091703,-0.0006141299618717157,0.013623958530926548,0.005781965702607705,-0.015279233458052299,0.005397543423960699,-0.004990355932831009,-0.02391096836648373,-0.009712820974107259,-0.004226196418044852,-0.044599380567034635,0.008056616303994589
0.7680371698914222,0.8088392492577277,0.7710420982323456,0.7874557006346974,0.7816916256069799,0.804256691464099,0.7792363729498112,0.8024856673445276,0.7426832057566248,0.7931060276040157,0.7894992297915895,0.7910593903352714,0.7743146215294174,0.7687775425700718,0.7634742475478206,0.7781238604143315,0.7784581063237913,0.7864388655698215,0.7630494052931539,0.7709770366157938,0.7969176250765397,0.7631355562583304,0.7894693262062382,0.7456333024792405,0.7831654541210644,0.7650668953804739,0.7942191055710002,0.7681538491464458,0.7476488593632289,0.7945887860368068,0.7811474853437499,0.7773549788300984,0.7903793910116943,0.8037621814234899
-0.15213497784327296,-0.1595341594579581,-0.13828077253424959,-0.14876317679993012,-0.14369587072541692,-0.13515892967614773,-0.15556034830411594,-0.13333978880240016,-0.1515896663428576,-0.13676560297053106,-0.14102391721717517,-0.14506831624208544,-0.1670559237396821,-0.1329602579155976,-0.13924277879399818,-0.14950599686461674,-0.14749218705082967,-0.1589833691699507,-0.12551233198093353,-0.1372713320905739,-0.14978914300909582,-0.1508581949358418,-0.14491435532475572,-0.16125598519265344,-0.15861158772231793,-0.1248892583758115,-0.14871644988580623,-0.15044634873513868,-0.15882562159763006,-0.16062194941937183,-0.15195726904032822,-0.13592690275435812,-0.15795215828509374,-0.14133736329279312
